Metadata_treatment	Metadata_dose	Metadata_Nuclei_Location_Center_X	Metadata_Nuclei_Location_Center_Y	Metadata_Plate	Metadata_Well	Metadata_Site	Metadata_ZSlice	UMAP0	UMAP1
Staurosporine	10	409.8513210927004	510.9592476489028	NF0014	C11	1	ZS030	9.107274	-0.03192916
Ketotifen	1	1175.7561503325587	395.9295616635948	NF0014	C7	1	ZS024	12.205851	1.6240065
Trametinib	1	242.27167512690355	861.6929949238579	NF0014	C10	2	ZS018	12.860312	4.308084
Copanlisib	1	813.7106446776612	729.5457271364318	NF0014	D3	2	ZS014	9.26032	-0.59025437
Binimetinib	10	137.7262590459312	797.2899867080195	NF0014	C8	1	ZS026	10.983452	1.0779306
Trametinib	10	468.70785340314137	573.6848167539267	NF0014	F10	1	ZS048	8.126883	3.4050817
Everolimus	1	730.310465116279	1273.9436046511628	NF0014	G4	2	ZS036	12.084652	3.6968799
Mirdametinib	10	789.2325009226228	754.3539180711034	NF0014	C9	2	ZS030	11.603734	5.6473866
Selumetinib	1	1191.0892693365943	528.1475084072149	NF0014	D11	1	ZS048	8.249902	3.4138315
Mirdametinib	10	860.1420917773119	653.0712788259958	NF0014	G8	1	ZS040	10.5702095	3.2025573
Fimepinostat	1	869.0429880197322	854.5454545454545	NF0014	D5	2	ZS016	11.294334	0.032248966
Selumetinib	1	874.69910885899	1059.6403983924515	NF0014	G10	2	ZS038	11.477182	2.0009692
Copanlisib	1	746.270960873037	905.0529677934522	NF0014	D3	1	ZS022	9.989041	1.5143243
Mirdametinib	10	366.62782608695653	750.9594202898551	NF0014	G8	2	ZS028	9.943199	0.95293677
Imatinib	1	894.4582168375272	559.484001242622	NF0014	D6	1	ZS046	12.78414	2.4639537
DMSO	1	945.5219703330534	665.1304226140498	NF0014	E4	2	ZS038	11.665087	1.436474
DMSO	1	571.0958987961641	889.9096102836156	NF0014	C4	1	ZS044	10.879249	3.0307527
DMSO	1	686.5839444230027	810.660362794288	NF0014	D4	1	ZS058	11.500306	1.8912731
DMSO	1	669.633141866262	915.1738376503739	NF0014	E4	1	ZS048	12.6987505	2.1928403
Digoxin	1	747.3721739130435	703.3078260869565	NF0014	D2	3	ZS016	9.517002	0.85834897
DMSO	1	780.9979801380239	1233.1617572799191	NF0014	D9	1	ZS048	11.99714	2.4642835
DMSO	1	932.895178197065	687.4191474493362	NF0014	D4	2	ZS016	12.866269	4.03011
Nilotinib	1	736.493855530023	469.08362473773605	NF0014	F6	1	ZS044	13.00376	1.3859462
DMSO	1	815.3333333333334	844.1770833333334	NF0014	F9	2	ZS046	13.026954	1.706338
DMSO	1	905.4237870330614	1031.9677973379132	NF0014	C4	1	ZS044	12.469285	2.9051824
Binimetinib	10	641.7391130643229	482.5581302437075	NF0014	C8	1	ZS026	11.361144	5.731988
Fimepinostat	1	603.4615384615385	1098.2820512820513	NF0014	D5	2	ZS016	11.331202	-1.4116988
Linsitinib	1	828.6046871973658	749.1014913809801	NF0014	G3	2	ZS038	13.888821	2.0137532
DMSO	1	856.5405160706202	709.6188320507017	NF0014	D9	1	ZS048	9.330906	0.1206635
Fimepinostat	1	1285.0974842767296	1192.1100628930817	NF0014	D5	2	ZS016	11.513038	-0.31758773
Imatinib	1	1121.3148102815178	554.1864137086903	NF0014	D6	1	ZS046	11.518971	2.0536625
Copanlisib	1	930.9540778839089	913.7307127112417	NF0014	E3	2	ZS030	10.841822	5.258042
Selumetinib	1	1254.0103011093502	747.1897781299524	NF0014	D11	1	ZS048	8.973279	0.88812846
Trametinib	10	479.27379679144383	394.98877005347595	NF0014	F10	1	ZS048	8.46934	3.254587
Nilotinib	1	974.1092464626522	467.21520236920037	NF0014	F6	2	ZS060	13.143556	1.2485161
DMSO	1	891.383588683147	911.1920293260645	NF0014	F4	3	ZS042	12.330178	2.8911443
DMSO	1	1072.8208063354932	779.4094312455004	NF0014	F9	1	ZS014	9.427003	1.506274
Fimepinostat	1	528.6206225680934	736.5737530951538	NF0014	D5	2	ZS016	10.434635	-0.25705573
DMSO	1	837.8005622133452	301.2886521674804	NF0014	C4	1	ZS044	11.485467	1.1583238
Cabozantinib	1	840.4498962068315	464.89299867899604	NF0014	D7	2	ZS022	9.835743	1.6792034
Selumetinib	1	921.5515320334262	509.26183844011143	NF0014	D11	2	ZS060	13.474185	3.1330245
Trametinib	10	678.9375406636304	489.7495120364346	NF0014	F10	2	ZS046	11.073045	3.850297
Everolimus	1	723.4920233463035	396.83696498054474	NF0014	C5	1	ZS052	11.958118	1.4890287
Staurosporine	10	665.3524046434494	565.8067993366501	NF0014	C11	2	ZS024	9.038265	-0.5184075
Ketotifen	1	861.5611111111111	266.3722222222222	NF0014	G6	2	ZS024	10.747142	5.226047
Digoxin	1	937.6315789473684	689.2631578947369	NF0014	E2	1	ZS024	11.661833	-0.29266986
DMSO	1	857.2642440556303	637.3192762075669	NF0014	F4	1	ZS042	11.1604395	1.8790026
Ketotifen	1	872.4175465057818	480.3996983408748	NF0014	C7	2	ZS024	9.864154	2.005429
Mirdametinib	10	312.7720264317181	807.7246696035243	NF0014	G8	2	ZS028	8.626636	-0.56455
DMSO	1	342.72272594325824	656.0522082480257	NF0014	D9	1	ZS048	10.098947	1.3960594
Staurosporine	10	1047.4285714285713	1263.934065934066	NF0014	C2	1	ZS006	10.9812565	-0.56882405
Linsitinib	1	360.01028517999066	822.7007947639083	NF0014	F3	1	ZS042	12.08054	3.5800085
Cabozantinib	1	1151.350373547316	473.24031543995574	NF0014	D7	1	ZS046	11.152636	1.3110945
Digoxin	1	462.6934306569343	441.95620437956205	NF0014	D2	1	ZS026	10.957269	-0.7131972
DMSO	1	680.0760362338732	980.5393906121328	NF0014	D9	2	ZS052	13.484941	2.7681448
Copanlisib	1	793.2225201072386	762.6461126005362	NF0014	D3	2	ZS014	8.865894	0.22629912
Selumetinib	1	939.7372544810561	900.9998926693141	NF0014	D11	3	ZS034	12.1874695	3.5848105
Copanlisib	1	903.2097138554217	1173.60109186747	NF0014	D3	2	ZS014	8.803067	1.712578
Cabozantinib	1	808.0845302050213	667.9629426597961	NF0014	E7	2	ZS028	10.612613	3.8758953
Trametinib	1	926.7469194312796	688.6601895734597	NF0014	D10	2	ZS042	11.136815	0.5004798
DMSO	1	773.7192141089109	840.226021039604	NF0014	D9	3	ZS050	10.645517	3.439974
DMSO	1	868.0416372618207	1237.5991531404375	NF0014	F9	2	ZS046	9.351328	0.3359587
DMSO	1	811.4670923379175	666.020137524558	NF0014	E4	2	ZS038	11.79273	1.1110812
Mirdametinib	10	826.477913336138	1017.554059739167	NF0014	C9	2	ZS030	10.975903	5.3292265
DMSO	1	951.0234570712822	705.6645411068093	NF0014	C4	2	ZS032	11.823225	2.5572844
Selumetinib	1	595.583132224057	240.04712307887718	NF0014	D11	1	ZS048	8.136572	3.6009934
DMSO	1	794.5775391167484	681.4988426997501	NF0014	G9	1	ZS048	11.354026	3.324346
Copanlisib	1	839.4516616314199	878.2069486404833	NF0014	E3	2	ZS030	11.067203	5.6174254
Mirdametinib	1	498.96096654275095	634.9516728624535	NF0014	F8	2	ZS046	11.136916	3.7777848
DMSO	1	899.1334086345381	1202.6472138554218	NF0014	C4	1	ZS044	12.233591	2.9409468
Nilotinib	1	662.1631558789736	788.1968594408273	NF0014	F6	1	ZS044	13.217302	2.3709497
DMSO	1	608.5195826186392	737.0876214979988	NF0014	C4	2	ZS032	14.201937	2.3801258
DMSO	1	624.9386016798769	388.1284750975985	NF0014	E9	1	ZS038	12.429687	2.8535447
Selumetinib	1	706.3627964274715	1129.665691407453	NF0014	D11	2	ZS060	14.012572	2.4394355
Nilotinib	1	570.4066455696203	601.0537974683544	NF0014	E6	1	ZS054	12.818238	2.0064282
DMSO	1	798.1004248744689	503.0421011973735	NF0014	C4	2	ZS032	13.122765	2.6537309
Digoxin	1	470.5546218487395	404.890756302521	NF0014	D2	1	ZS026	12.12628	-1.2750069
Mirdametinib	10	695.6105563480742	614.4664764621969	NF0014	G8	1	ZS040	11.735581	3.643148
Ketotifen	1	393.718924157984	741.4029561424763	NF0014	C7	1	ZS024	12.366652	1.9775412
Staurosporine	10	978.2857142857143	788.1148459383753	NF0014	C2	2	ZS006	7.944993	4.040987
Mirdametinib	1	720.5	886.5	NF0014	E8	1	ZS030	11.481576	-1.1882852
Digoxin	1	936.1666666666666	443.27272727272725	NF0014	D2	1	ZS026	11.247401	-0.81050295
Staurosporine	10	832.3132450331126	907.587417218543	NF0014	C2	1	ZS006	9.123505	1.0174533
Rapamycin	1	230.89431206764027	845.1190430438124	NF0014	F5	2	ZS038	13.033423	0.06339986
Cabozantinib	1	1113.555604785113	1025.837394771821	NF0014	D7	2	ZS022	9.105541	-0.79353684
DMSO	1	676.2241775057383	1323.497895944912	NF0014	C4	1	ZS044	13.815267	2.081907
Selumetinib	1	587.6917933130699	1260.2756838905775	NF0014	D11	2	ZS060	14.046911	2.648708
Staurosporine	10	717.2852062588905	443.2539118065434	NF0014	C11	2	ZS024	8.965906	0.05160763
DMSO	1	847.5180925303696	783.8692168518998	NF0014	D4	1	ZS058	12.626026	2.6019943
Nilotinib	1	921.9243638898571	387.5214360404322	NF0014	F6	2	ZS060	11.190241	2.9640517
Rapamycin	1	717.8025710419486	805.0395128552098	NF0014	F5	1	ZS042	13.169412	1.9149987
Imatinib	1	562.2339130434783	758.3907246376812	NF0014	D6	2	ZS030	10.775739	4.30952
Mirdametinib	1	619.5232827373295	170.74273218420376	NF0014	E8	2	ZS064	11.377895	2.1138177
Mirdametinib	10	381.0844133697135	615.6023192360163	NF0014	G8	2	ZS028	9.252146	-0.82946676
Mirdametinib	10	1121.943093922652	902.0480662983425	NF0014	C9	1	ZS032	11.815046	3.8838882
DMSO	1	739.3313366960908	490.0852248844052	NF0014	E9	1	ZS038	13.157204	2.7786148
Nilotinib	1	1165.8256151419557	1036.277476340694	NF0014	F6	2	ZS060	10.021956	1.4363836
Fimepinostat	1	560.2134831460675	770.4696629213483	NF0014	D5	2	ZS016	12.036349	-1.0304211
Ketotifen	1	1072.7652173913043	186.6	NF0014	C7	1	ZS024	12.877362	-1.1036181
Trametinib	1	819.0792205041305	743.2241050624867	NF0014	D10	2	ZS042	11.801602	4.0035973
Selumetinib	1	829.1770486606435	1285.0996988429229	NF0014	G10	2	ZS038	11.595431	1.9973482
Copanlisib	1	218.33011383235598	534.2393928941015	NF0014	E3	1	ZS028	10.603353	1.7678767
Ketotifen	1	1020.82131495228	211.14369034994698	NF0014	G6	1	ZS018	9.402501	1.4982606
Selumetinib	1	1051.0262508413732	1241.9295490240072	NF0014	D11	3	ZS034	9.529854	1.9980452
Linsitinib	1	844.2002275312856	991.0941726709644	NF0014	F3	1	ZS042	11.372853	1.7228583
Selumetinib	10	578.9367303609342	203.0403397027601	NF0014	F11	1	ZS056	13.099164	0.08735622
Onalespib	1	503.0390632318501	929.7407962529275	NF0014	F2	1	ZS016	9.961503	1.695624
DMSO	1	651.6222631094756	524.0875804967801	NF0014	D9	1	ZS048	10.532554	1.2666171
Digoxin	1	466.56140350877195	394.0701754385965	NF0014	D2	1	ZS026	12.086665	-1.4306171
DMSO	1	400.77151702786375	695.0462848297213	NF0014	C4	2	ZS032	10.789661	2.6736054
Ketotifen	1	606.2	615.3684210526316	NF0014	C7	1	ZS024	11.271813	-1.3498737
DMSO	1	524.7509126649818	507.7733782645324	NF0014	F4	1	ZS042	11.891942	3.2930765
Selumetinib	1	522.4944824696187	1394.1938818270708	NF0014	D11	2	ZS060	13.514516	1.4061364
Mirdametinib	10	967.2121329211747	904.7917310664606	NF0014	C9	2	ZS030	10.752016	4.978486
Ketotifen	1	949.0736842105263	128.97473684210527	NF0014	G6	1	ZS018	8.869312	0.028860604
Everolimus	1	865.2160353944103	906.5667422035178	NF0014	C5	2	ZS030	14.357135	1.6901559
Selumetinib	1	1000.3271830079382	841.8275048272902	NF0014	D11	1	ZS048	8.564328	4.2842956
DMSO	1	989.2807478819749	992.9921121822962	NF0014	E4	2	ZS038	11.740614	1.4414803
Selumetinib	1	1062.5378496279188	913.055683859379	NF0014	G10	3	ZS038	14.143527	2.9773545
Staurosporine	10	940.2839851024208	790.8151769087523	NF0014	G11	2	ZS014	9.750068	-0.079990506
Imatinib	1	944.3865048831016	1218.3009766203018	NF0014	D6	1	ZS046	11.027379	2.1366167
Selumetinib	1	757.8529411764706	631.9800057954216	NF0014	D11	1	ZS048	7.923967	3.9806488
Selumetinib	1	443.490258158792	829.823185582075	NF0014	G10	1	ZS054	10.214564	1.2780471
Cabozantinib	1	800.7358646306232	699.0806851011143	NF0014	E7	1	ZS012	9.444212	1.4410629
DMSO	1	898.5	1076.0	NF0014	F4	3	ZS042	11.669002	-0.27732158
Imatinib	1	689.3845704266511	709.677381648159	NF0014	C6	1	ZS034	10.712697	2.1088922
Binimetinib	10	578.0909090909091	291.8249576510446	NF0014	C8	1	ZS026	11.4063635	5.7622385
DMSO	1	703.4227106227106	375.0435164835165	NF0014	D4	1	ZS058	14.052553	1.514815
DMSO	1	853.9996466431095	1090.9505300353358	NF0014	G9	2	ZS060	13.4148855	2.5855997
Trametinib	10	499.61925111925115	338.46153846153845	NF0014	F10	1	ZS048	8.078629	3.6062713
Everolimus	1	856.4042857142857	600.5557142857143	NF0014	C5	1	ZS052	13.623087	3.2779763
Digoxin	1	851.4811490125674	659.8137342908439	NF0014	E2	2	ZS016	9.275909	2.051406
Binimetinib	1	749.2839632277835	741.1222335716718	NF0014	F7	2	ZS040	13.559123	2.4710665
Mirdametinib	1	753.794916739702	767.2559158632778	NF0014	E8	1	ZS030	9.308694	-0.21097255
Ketotifen	1	253.2716049382716	1124.8024691358025	NF0014	C7	1	ZS024	12.816544	-1.1542641
Copanlisib	1	818.0944625407166	653.6123778501628	NF0014	D3	2	ZS014	9.265533	-0.8081622
Copanlisib	1	338.4300212414444	639.669341515223	NF0014	E3	1	ZS028	10.915059	2.0764306
Selumetinib	1	1100.6593210244193	858.3482231486996	NF0014	G10	3	ZS038	11.055139	3.767373
Linsitinib	1	403.96690679873933	867.9972985141828	NF0014	F3	1	ZS042	10.787987	2.8416376
Nilotinib	1	476.82889072847684	881.2628311258278	NF0014	E6	2	ZS020	11.609037	3.7105842
DMSO	1	751.6155222909209	957.9760820045558	NF0014	F4	1	ZS042	11.427293	2.7277663
Nilotinib	1	690.0030128044187	660.1138589003264	NF0014	F6	1	ZS044	14.318417	2.137895
Selumetinib	1	1048.6344289693593	644.0267409470752	NF0014	D11	2	ZS060	11.201639	2.7678719
Everolimus	1	833.755692669311	479.8964301454385	NF0014	G4	1	ZS024	10.423327	3.377078
Mirdametinib	10	1145.9858310626703	673.3388088750487	NF0014	C9	1	ZS032	10.628353	5.3770747
DMSO	1	569.8078567876678	747.0763799104923	NF0014	F4	1	ZS042	13.509646	1.3881317
DMSO	1	750.8491761723701	893.1499366286439	NF0014	D9	2	ZS052	11.751776	3.9754953
Staurosporine	10	888.3229166666666	655.5885416666666	NF0014	C2	2	ZS006	8.146383	4.1375327
Selumetinib	10	1306.0714980544747	1041.234192607004	NF0014	E11	2	ZS026	10.084198	1.9940809
Trametinib	10	819.7897776139575	372.0248187738051	NF0014	F10	2	ZS046	13.708449	1.2953806
DMSO	1	1032.9497746297488	885.5154539600773	NF0014	E4	2	ZS038	11.98236	1.4776202
Staurosporine	10	795.778636683064	658.7856640899508	NF0014	G2	1	ZS030	9.418629	0.40360698
DMSO	1	768.6812574952887	1020.1712352235737	NF0014	C4	1	ZS044	13.723025	2.6711226
Mirdametinib	10	836.3065457897972	741.5431776275353	NF0014	G8	1	ZS040	10.6843405	4.767595
Mirdametinib	1	513.1220282876918	1279.0798976828166	NF0014	F8	1	ZS022	10.001461	1.804606
Binimetinib	1	836.143619000372	468.2592087312415	NF0014	F7	2	ZS040	12.849278	3.101682
Selumetinib	1	1134.984425697599	966.44873458793	NF0014	G10	3	ZS038	11.392959	3.8392622
DMSO	1	1012.8925861062463	1096.8633975481612	NF0014	F9	2	ZS046	10.610831	1.3325027
Mirdametinib	1	508.5312454266062	551.4877798917021	NF0014	E8	2	ZS064	10.934547	3.4790535
Selumetinib	1	770.8146622734761	740.9085667215816	NF0014	D11	1	ZS048	7.938612	4.0271406
Imatinib	1	956.6570652815489	403.06858694369026	NF0014	D6	1	ZS046	12.599237	1.5354757
DMSO	1	630.6995778611632	606.0731707317074	NF0014	F4	2	ZS060	11.262822	2.324662
Selumetinib	1	608.8614372945044	124.64114607797087	NF0014	D11	1	ZS048	8.007751	3.548535
Everolimus	1	768.856051563619	528.8713296729529	NF0014	G4	1	ZS024	14.215967	2.3304923
Staurosporine	10	883.6858513189449	636.0263788968825	NF0014	C2	2	ZS006	8.237545	4.195304
Digoxin	1	888.5658536585366	822.2439024390244	NF0014	D2	2	ZS014	11.104089	-0.71168756
Selumetinib	10	937.7747421549265	656.9015799868334	NF0014	F11	1	ZS056	11.314513	2.5421834
DMSO	1	990.2298893332094	690.1094578257231	NF0014	F9	2	ZS046	12.342503	2.3377106
DMSO	1	1020.8928414096916	838.0666299559472	NF0014	F4	2	ZS060	13.708393	1.9330138
Linsitinib	1	669.5684647302904	917.9326524098308	NF0014	G3	1	ZS044	9.245387	0.057206713
Binimetinib	1	978.1621233859397	1062.0659971305595	NF0014	G7	2	ZS016	9.184008	-0.5803937
Mirdametinib	10	799.7315365025466	652.5955008488964	NF0014	G8	1	ZS040	10.780372	4.7932754
Everolimus	1	880.7722868217054	961.6230620155038	NF0014	C5	2	ZS030	12.023823	3.8842838
DMSO	1	869.3890489913545	424.8967939481268	NF0014	D4	1	ZS058	13.667282	2.2342908
Mirdametinib	10	973.1380527299149	795.4507992526469	NF0014	C9	2	ZS030	10.568591	5.1971087
DMSO	1	679.7016313213703	814.6706362153344	NF0014	F4	1	ZS042	12.95954	1.3952225
DMSO	1	942.8439945737243	925.3341333611604	NF0014	E4	2	ZS038	13.357348	1.3975264
Selumetinib	1	832.2058416215535	1001.2514163414327	NF0014	G10	3	ZS038	10.44648	3.2917948
DMSO	1	904.7368852459016	561.8872950819672	NF0014	D4	1	ZS058	13.811369	2.672942
Cabozantinib	1	703.4935291700904	741.8846548890715	NF0014	E7	2	ZS028	12.289722	3.181076
Mirdametinib	1	465.48275862068965	1107.1600985221676	NF0014	E8	2	ZS064	10.648527	1.0588671
Trametinib	1	1304.4167671232876	1093.3138630136987	NF0014	C10	1	ZS044	11.646801	1.7570925
DMSO	1	790.1914893617021	129.24231678486998	NF0014	D9	3	ZS050	12.961209	-0.79890037
Ketotifen	1	827.2661807580175	609.5239067055394	NF0014	C7	2	ZS024	9.774495	2.6692884
Mirdametinib	10	524.7823177175062	714.1351414817424	NF0014	C9	2	ZS030	10.473909	5.1434627
Ketotifen	1	725.3880771881461	1168.6475534114404	NF0014	C7	1	ZS024	12.260985	1.6441634
Ketotifen	1	846.2884615384615	242.17307692307693	NF0014	G6	2	ZS024	10.7962675	-1.0084308
Digoxin	1	604.7548638132296	979.295719844358	NF0014	D2	1	ZS026	9.81743	1.1401697
Digoxin	1	454.9029850746269	433.14179104477614	NF0014	D2	1	ZS026	12.067793	-1.3500228
DMSO	1	749.0467289719626	411.91136569189024	NF0014	F4	1	ZS042	11.338397	0.70042205
Trametinib	10	1023.1509026051237	327.46330126472816	NF0014	F10	2	ZS046	10.875491	3.7492619
Imatinib	1	938.9389486260454	718.1384707287933	NF0014	D6	1	ZS046	13.212446	2.0080416
Onalespib	1	531.8325262308313	487.69612590799034	NF0014	C3	1	ZS032	10.201566	0.72564834
Mirdametinib	10	312.7092702169625	641.1644970414201	NF0014	G8	2	ZS028	10.108124	0.7478942
Rapamycin	1	424.1601796407186	771.1458083832335	NF0014	F5	1	ZS042	10.529692	2.9534488
Staurosporine	10	829.6571751838582	675.0818404676598	NF0014	C2	2	ZS006	7.9330425	4.145683
Digoxin	1	495.27472527472526	397.1978021978022	NF0014	D2	1	ZS026	12.133389	-1.3739406
DMSO	1	566.9894428152493	1163.4690406367827	NF0014	C4	1	ZS044	14.218437	2.3890707
Mirdametinib	1	816.3778739518528	817.057343792264	NF0014	E8	1	ZS030	10.22671	3.21706
Nilotinib	1	806.344537815126	992.7212885154062	NF0014	F6	2	ZS060	8.831398	0.3516209
Staurosporine	10	860.6842549598987	605.2127479949346	NF0014	G2	1	ZS030	9.031982	0.2692243
Selumetinib	1	830.07866598778	647.5310590631365	NF0014	G10	1	ZS054	9.979067	1.5706483
Selumetinib	1	1005.7879440258342	832.561894510226	NF0014	G10	1	ZS054	9.589083	0.5152293
Mirdametinib	1	697.8808579668349	192.62346791636625	NF0014	E8	2	ZS064	11.048401	2.6403642
Nilotinib	1	843.0692025233029	444.1254119197816	NF0014	F6	2	ZS060	10.756458	3.2594976
Staurosporine	10	1113.7352812908853	766.1090274749237	NF0014	C11	1	ZS030	13.008594	-0.44189855
Mirdametinib	1	574.9361230608787	648.3283796115239	NF0014	F8	2	ZS046	14.383867	1.5929375
Selumetinib	1	859.0556368960468	329.0836383601757	NF0014	D11	2	ZS060	14.316743	2.0849957
Fimepinostat	1	1133.873417721519	1137.9050632911392	NF0014	D5	2	ZS016	12.02766	-0.49765882
Nilotinib	1	866.7879169288861	781.1526117054751	NF0014	F6	2	ZS060	8.609697	-0.530743
Rapamycin	1	1005.9613375130616	681.634064785789	NF0014	F5	2	ZS038	11.065166	1.6125227
Mirdametinib	1	529.4434021263289	708.6197623514697	NF0014	F8	2	ZS046	12.84038	3.3054824
Everolimus	1	930.5917312661498	763.109265411591	NF0014	G4	1	ZS024	8.91202	0.2838493
Staurosporine	10	866.4836570345808	868.1312174324964	NF0014	G11	2	ZS014	8.538331	1.5842675
Everolimus	1	922.4916011056772	504.4412077397406	NF0014	C5	1	ZS052	13.944108	2.2330701
Everolimus	1	876.3390738614619	475.7692307692308	NF0014	C5	1	ZS052	13.66308	2.7502558
Cabozantinib	1	611.2840909090909	920.7840909090909	NF0014	E7	2	ZS028	11.642133	-0.44274244
Ketotifen	1	985.9186295503212	163.94325481798714	NF0014	C7	1	ZS024	11.803728	1.9104546
Copanlisib	1	572.8524077548468	952.5390869293308	NF0014	D3	1	ZS022	9.904049	0.38999116
Trametinib	1	803.2849841561894	629.6498006746397	NF0014	D10	2	ZS042	13.535984	2.2908385
Onalespib	1	216.23908216136195	844.8512213175426	NF0014	C3	1	ZS032	11.864629	0.37078342
Imatinib	1	688.4109140518417	792.1077762619373	NF0014	C6	1	ZS034	9.3795185	0.37652618
Selumetinib	1	870.5917941585535	944.8504867872044	NF0014	G10	1	ZS054	9.682763	-0.013092306
Trametinib	10	968.5972222222222	265.1296296296296	NF0014	F10	2	ZS046	12.361446	3.4059217
DMSO	1	666.6429082240763	710.0848629320619	NF0014	F4	1	ZS042	13.694363	1.6967504
Trametinib	10	719.3381294964029	812.0863309352518	NF0014	F10	1	ZS048	8.460827	3.208081
Binimetinib	10	1028.048792508625	683.6074420896994	NF0014	D8	1	ZS034	9.989505	0.9682827
DMSO	1	773.2490128331688	688.8852418558737	NF0014	F9	2	ZS046	11.455741	1.4321467
DMSO	1	721.5982799709875	1090.6623147860325	NF0014	G9	1	ZS048	11.024098	2.7617292
DMSO	1	832.2603174603174	1117.4550264550264	NF0014	D4	1	ZS058	12.008748	2.4572418
Ketotifen	1	289.0144927536232	1030.1739130434783	NF0014	G6	2	ZS024	11.420325	-1.1168543
Imatinib	1	1022.30888239749	1111.9667856756464	NF0014	D6	1	ZS046	11.224984	1.629748
Digoxin	1	746.574074074074	595.4606481481482	NF0014	E2	1	ZS024	12.6993265	-0.60193413
DMSO	1	715.5830300088975	222.29369894038663	NF0014	C4	2	ZS032	11.066041	2.8127444
DMSO	1	450.720454782518	1044.6404506102012	NF0014	C4	1	ZS044	11.762079	2.487145
Nilotinib	1	673.7563901185206	1061.1620733971156	NF0014	F6	2	ZS060	11.201336	0.5775787
Nilotinib	1	906.7772511848341	842.7989167230874	NF0014	F6	2	ZS060	8.485836	0.0013561127
Everolimus	1	707.9374871899979	467.1145726583316	NF0014	G4	2	ZS036	10.963438	3.2303998
DMSO	1	961.8117191818684	1130.7313432835822	NF0014	G9	1	ZS048	11.203413	3.0804415
Ketotifen	1	854.5060975609756	282.3658536585366	NF0014	G6	2	ZS024	10.512678	4.8202443
Imatinib	1	829.4919931513748	764.3599556853661	NF0014	C6	2	ZS054	14.017857	2.8322477
DMSO	1	456.54489164086687	1125.1664086687306	NF0014	G9	1	ZS048	11.610278	0.75339264
Cabozantinib	1	491.2468992248062	1062.5826873385013	NF0014	D7	2	ZS022	9.84821	1.8214732
Digoxin	1	1450.1843790012804	1031.1062740076825	NF0014	D2	1	ZS026	9.657515	-0.3358164
Trametinib	10	595.9257226491036	1273.1017197219173	NF0014	F10	1	ZS048	8.249603	3.2677946
DMSO	1	845.9682804674458	1232.0868113522538	NF0014	F4	3	ZS042	12.522982	2.4902747
DMSO	1	531.6794790343075	1055.8106734434562	NF0014	E4	1	ZS048	8.9244795	0.15703706
Mirdametinib	10	854.1380208333334	1040.7708333333333	NF0014	C9	1	ZS032	12.47324	-0.27996594
Linsitinib	1	552.568231549632	945.5613686095087	NF0014	F3	1	ZS042	11.454068	2.8331132
Mirdametinib	10	849.9586776859504	1176.98347107438	NF0014	C9	2	ZS030	11.374723	-0.4733416
